rank,score,image,description,target_probability,reference_probability,probability_margin,best_target_prompt,best_reference_prompt,best_overall_prompt,width,height,extension,size_bytes,references,context_keyword_hits
1608,1.5117093920707703,assets/images/2025/20250125_20250608/20250607_114303_0.jpg,an optical or photonics diagram,0.7986311316490173,0.0,0.7130782604217529,an optical or photonics diagram,,an optical or photonics diagram,1200,713,.jpg,152898,_posts/2025-06-08-weekly-OFS-50.md:306,
1609,1.5114211440086365,assets/images/2025/20240913_20250208/20250204_173509_0.jpg,an optical or photonics diagram,0.7882961630821228,0.0,0.7231249809265137,an optical or photonics diagram,,an optical or photonics diagram,1200,508,.jpg,112518,_posts/2025-02-09-weekly-OFS-33.md:275,
1610,1.5112299919128418,assets/images/2024/20240803_20240928/20240926_015131_0.jpg,a microscope image,0.8021377325057983,0.0,0.7090922594070435,a microscope image,,a microscope image,1199,469,.jpg,98283,_posts/2024-10-06-weekly-OFS-15.md:160,
1611,1.510574758052826,assets/images/2025/20240711_20250831/20250827_155734_1.jpg,an optical or photonics diagram,0.7839537858963013,0.0,0.7266209721565247,an optical or photonics diagram,,an optical or photonics diagram,1200,1125,.jpg,143222,_posts/2025-09-01-weekly-OFS-62.md:55,
1612,1.5095031261444092,assets/images/2026/20240822_20260427/20260426_220704_1.jpg,a microscope image,0.819364607334137,0.0,0.6901385188102722,a microscope image,,a microscope image,1200,693,.jpg,82662,_posts/2026-04-27-weekly-OFS-96.md:191,
1613,1.509399175643921,assets/images/2025/20250330_20250628/20250625_115618_0.jpg,an optical or photonics diagram,0.789946973323822,0.0,0.7194522023200989,an optical or photonics diagram,,an optical or photonics diagram,1200,319,.jpg,55972,,
1614,1.5089862942695618,assets/images/2026/CES2026/IMG_3255.jpg,a photograph of lab equipment,0.8015558123588562,0.0,0.7074304819107056,a photograph of lab equipment,,a photograph of lab equipment,4284,5712,.jpg,3675401,_posts/2026-01-18-CES2026.md:138,
1615,1.508836030960083,assets/images/2024/20241122_20241215/20241209_073007_2.jpg,a pie chart,0.8149740099906921,0.0,0.6938620209693909,a pie chart,,a pie chart,1200,829,.jpg,188629,_posts/2024-12-22-weekly-OFS-26.md:69,
1616,1.5085424184799194,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image3.png,a microscope image,0.8138476610183716,0.0,0.6946947574615479,a microscope image,,a microscope image,1024,943,.png,851762,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:149,
1617,1.5078318119049072,assets/images/2025/20250211_20250817/20250813_023124_1.jpg,an optical or photonics diagram,0.7891653776168823,0.0,0.7186664342880249,an optical or photonics diagram,,an optical or photonics diagram,1200,765,.jpg,141280,_posts/2025-08-18-weekly-OFS-60.md:101,
1618,1.5077151656150818,assets/images/2024/20240930_20241009/20241006_072539_3.jpg,an optical or photonics diagram,0.7869965434074402,0.0,0.7207186222076416,an optical or photonics diagram,,an optical or photonics diagram,1200,767,.jpg,61893,_posts/2024-10-13-weekly-OFS-16.md:173,
1619,1.5077151656150818,assets/images/2024/20241122_20241215/20241210_232214_3.jpg,an optical or photonics diagram,0.7869965434074402,0.0,0.7207186222076416,an optical or photonics diagram,,an optical or photonics diagram,1200,767,.jpg,61893,,
1620,1.5077028274536133,assets/images/2025/20240926_20250811/20250808_134700_2.jpg,an optical or photonics diagram,0.805053174495697,0.0,0.7026496529579163,an optical or photonics diagram,,an optical or photonics diagram,1200,1016,.jpg,114347,_posts/2025-08-10-weekly-OFS-59.md:161,
1621,1.5075315237045288,assets/images/imported/lnnb-full-beam-simulations-1801-1805/image17.png,an optical or photonics diagram,0.795778214931488,0.0,0.7117533087730408,an optical or photonics diagram,,an optical or photonics diagram,747,178,.png,77782,_posts/2018-01-19-lnnb-full-beam-simulations-1801-1805.md:444,
1622,1.5071374773979187,assets/images/2026/20240918_20260601/20260526_020751_0.jpg,a bar chart,0.7825619578361511,0.0,0.7245755195617676,a bar chart,,a bar chart,1200,551,.jpg,33102,_posts/2026-06-14-weekly-OFS-103.md:187,
1623,1.5069208145141602,assets/images/2025/20250214_20250921/20250915_062431_0.jpg,an optical or photonics diagram,0.8015339970588684,0.0,0.7053868174552917,an optical or photonics diagram,,an optical or photonics diagram,1168,706,.jpg,70196,_posts/2025-09-21-weekly-OFS-65.md:64,
1624,1.506201982498169,assets/images/2025/mech_wave_transduction/Mayor2020.png,an optical or photonics diagram,0.7965016961097717,0.0,0.7097002863883972,an optical or photonics diagram,,an optical or photonics diagram,2830,950,.png,667283,_posts/2025-04-02-how-to-excite-tiny-mech-wave.md:40,
1625,1.506032109260559,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image114.png,an equation or math derivation,0.8058549165725708,0.0,0.7001771926879883,an equation or math derivation,,an equation or math derivation,537,222,.png,9669,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:626,
1626,1.5060240030288696,assets/images/2025/20240920_20251005/20251003_052146_3.jpg,an optical or photonics diagram,0.794070303440094,0.0,0.7119536995887756,an optical or photonics diagram,,an optical or photonics diagram,1200,825,.jpg,110922,_posts/2025-10-06-weekly-OFS-67.md:239; _posts/trash_2025-10-05-weekly-OFS-67.md:255; _posts/trash_2025-10-05-weekly-OFS-67.md:270,
1627,1.5058531165122986,assets/images/2026/20241129_20260201/20260127_021247_0.jpg,an optical or photonics diagram,0.8211069703102112,0.0,0.6847461462020874,an optical or photonics diagram,,an optical or photonics diagram,1200,1088,.jpg,145203,_posts/2026-02-02-weekly-OFS-84.md:138,
1628,1.5057681202888489,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image87.png,a line chart,0.8012034296989441,0.0,0.7045646905899048,a line chart,,a line chart,357,812,.png,23379,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:787,
1629,1.5055728554725647,assets/images/2026/20240611_20260216/20260211_054005_0.jpg,an optical or photonics diagram,0.7904017567634583,0.0,0.7151710987091064,an optical or photonics diagram,,an optical or photonics diagram,1199,576,.jpg,60969,_posts/2026-02-17-weekly-OFS-86.md:163,
1630,1.5055278539657593,assets/images/2024/20240531_20241225/20241122_024537_1.jpg,an optical or photonics diagram,0.8038758039474487,0.0,0.7016520500183105,an optical or photonics diagram,,an optical or photonics diagram,1200,965,.jpg,142304,_posts/2024-12-29-weekly-OFS-27.md:49,
1631,1.5055278539657593,assets/images/2024/20241111_20241122/20241122_024537_1.jpg,an optical or photonics diagram,0.8038758039474487,0.0,0.7016520500183105,an optical or photonics diagram,,an optical or photonics diagram,1200,965,.jpg,142304,_posts/2024-11-24-weekly-OFS-22.md:183,
1632,1.5055278539657593,assets/images/2025/20240619_20250322/20250322_234602_1.jpg,an optical or photonics diagram,0.8038758039474487,0.0,0.7016520500183105,an optical or photonics diagram,,an optical or photonics diagram,1200,965,.jpg,142304,,
1633,1.5055278539657593,assets/images/2025/20250115_20251102/20251101_043547_1.jpg,an optical or photonics diagram,0.8038758039474487,0.0,0.7016520500183105,an optical or photonics diagram,,an optical or photonics diagram,1200,965,.jpg,142304,_posts/2025-11-02-weekly-OFS-71.md:211,
1634,1.5054086446762085,assets/images/2025/20250125_20250608/20250603_153440_0.jpg,an optical or photonics diagram,0.8073641657829285,0.0,0.69804447889328,an optical or photonics diagram,,an optical or photonics diagram,1199,611,.jpg,95092,_posts/2025-06-08-weekly-OFS-50.md:122,
1635,1.5053436756134033,assets/images/2025/20240920_20251005/20240920_020713_1.jpg,a microscope image,0.8043591976165771,0.0,0.7009844779968262,a microscope image,,a microscope image,1200,900,.jpg,151884,_posts/2025-10-06-weekly-OFS-67.md:44; _posts/trash_2025-10-05-weekly-OFS-67.md:200,
1636,1.504863202571869,assets/images/2025/20250505_20250512/20250506_015514_0.jpg,an optical or photonics diagram,0.7944406867027283,0.0,0.7104225158691406,an optical or photonics diagram,,an optical or photonics diagram,1200,527,.jpg,65256,_posts/2025-05-12-weekly-OFS-46.md:78,
1637,1.504487156867981,assets/images/2025/20250211_20250817/20250815_020938_1.jpg,an optical or photonics diagram,0.7893761992454529,0.0,0.7151109576225281,an optical or photonics diagram,,an optical or photonics diagram,1200,625,.jpg,154748,_posts/2025-08-18-weekly-OFS-60.md:178,
1638,1.5044416785240173,assets/images/2025/20250323_20250928/20250923_155735_1.jpg,an optical or photonics diagram,0.8019554018974304,0.0,0.7024862766265869,an optical or photonics diagram,,an optical or photonics diagram,1200,502,.jpg,104070,_posts/2025-09-28-weekly-OFS-66.md:137,
1639,1.5044043064117432,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image130.png,a line chart,0.7804841995239258,0.0,0.7239201068878174,a line chart,,a line chart,784,418,.png,46051,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:403,
1640,1.5032970905303955,assets/images/2025/20241224_20251225_long_thread/20250715_043011_1.jpg,an optical or photonics diagram,0.7855434417724609,0.0,0.7177536487579346,an optical or photonics diagram,,an optical or photonics diagram,1200,655,.jpg,170355,_posts/2025-12-25-how-to-hold-fibers.md:268,
1641,1.503125011920929,assets/images/imported/ln-on-sapphire-phonon-waveguide-sim-201811/image7.png,a line chart,0.8113701343536377,0.0,0.6917548775672913,a line chart,,a line chart,863,536,.png,38551,_posts/2018-11-04-ln-on-sapphire-phonon-waveguide-sim-201811.md:69,
1642,1.5031169652938843,assets/images/2025/20241027_20250720/20250719_031416_1.jpg,a scientific plot,0.7998729348182678,0.0,0.7032440304756165,a scientific plot,,a scientific plot,1200,969,.jpg,81873,_posts/2025-07-21-weekly-OFS-56.md:213,
1643,1.5029563903808594,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image182.png,a scientific plot,0.7834187746047974,0.0,0.719537615776062,a scientific plot,,a scientific plot,519,400,.png,15054,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:294,
1644,1.5022104978561401,assets/images/2025/20241101_20250216/20250208_053212_1.jpg,a technical slide,0.7805708646774292,0.0,0.7216396331787109,a technical slide,,a technical slide,964,720,.jpg,20127,_posts/2025-02-16-weekly-OFS-34.md:62,
1645,1.5020791292190552,assets/images/2025/20241024_20251229/20251224_031115_3.jpg,an optical or photonics diagram,0.8155500888824463,0.0,0.6865290403366089,an optical or photonics diagram,,an optical or photonics diagram,1199,373,.jpg,54600,_posts/2025-12-29-weekly-OFS-79.md:137,
1646,1.5018513202667236,assets/images/2025/20240920_20251005/20251003_052500_0.jpg,an optical or photonics diagram,0.7866209745407104,0.0,0.7152303457260132,an optical or photonics diagram,,an optical or photonics diagram,1154,871,.jpg,153388,_posts/2025-10-06-weekly-OFS-67.md:243; _posts/trash_2025-10-05-weekly-OFS-67.md:259; _posts/trash_2025-10-05-weekly-OFS-67.md:274,
1647,1.5018351078033447,assets/images/2025/20241206_20250308/20250306_163032_0.jpg,an optical or photonics diagram,0.8030008673667908,0.0,0.698834240436554,an optical or photonics diagram,,an optical or photonics diagram,1199,732,.jpg,112688,_posts/2025-03-09-weekly-OFS-37.md:316,
1648,1.501798927783966,assets/images/2025/20240711_20250831/20250827_063454_0.jpg,an optical or photonics diagram,0.8180007934570312,0.0,0.6837981343269348,an optical or photonics diagram,,an optical or photonics diagram,1200,797,.jpg,93358,_posts/2025-09-01-weekly-OFS-62.md:124,
1649,1.5017365217208862,assets/images/2026/20250301_20260304/20250301_031431_1.jpg,a product photo,0.7956883907318115,0.0,0.7060481309890747,a product photo,,a product photo,1200,1200,.jpg,66496,_posts/2026-03-02-weekly-OFS-88.md:146,
1650,1.5016810297966003,assets/images/2025/20250323_20250928/20250925_144942_0.jpg,an optical or photonics diagram,0.8172336220741272,0.0,0.6844474077224731,an optical or photonics diagram,,an optical or photonics diagram,1179,1096,.jpg,188508,_posts/2025-09-28-weekly-OFS-66.md:205,
1651,1.501624584197998,assets/images/2025/20240624_20251221/20251220_044404_1.jpg,an optical or photonics diagram,0.7914998531341553,0.0,0.7101247310638428,an optical or photonics diagram,,an optical or photonics diagram,1200,980,.jpg,43176,_posts/2025-12-22-weekly-OFS-78.md:207,
1652,1.5009770393371582,assets/images/2026/20240627_20260322/20260309_104906_0.jpg,a technical slide,0.799006462097168,0.0,0.7019705772399902,a technical slide,,a technical slide,1200,677,.jpg,82015,_posts/2026-03-23-weekly-OFS-91.md:144,
1653,1.5009576678276062,assets/images/2025/20240925_20250706/20250703_154719_0.jpg,a circuit layout or CAD image,0.8000780344009399,0.0,0.7008796334266663,a circuit layout or CAD image,,a circuit layout or CAD image,1200,988,.jpg,433519,_posts/2025-07-06-weekly-OFS-54.md:180,
1654,1.500952661037445,assets/images/2025/20241206_20250308/20250307_055342_0.jpg,a pie chart,0.7709599137306213,0.0,0.7299927473068237,a pie chart,,a pie chart,700,500,.jpg,18771,,
1655,1.500699758529663,assets/images/2025/20241215_20250915/20250913_212407_0.jpg,a technical slide,0.8225721716880798,0.0,0.6781275868415833,a technical slide,,a technical slide,1200,469,.jpg,94487,_posts/2025-09-15-weekly-OFS-64.md:235,
1656,1.5003468990325928,assets/images/2025/20250316_20250518/20250517_053945_0.jpg,a scientific plot,0.8093249797821045,0.0,0.6910219192504883,a scientific plot,,a scientific plot,1200,996,.jpg,161242,_posts/2025-05-18-weekly-OFS-47.md:175,
1657,1.4998864531517029,assets/images/2025/20241206_20250308/20250303_212408_0.jpg,an optical or photonics diagram,0.8109065294265747,0.0,0.6889799237251282,an optical or photonics diagram,,an optical or photonics diagram,1200,634,.jpg,91549,_posts/2025-03-09-weekly-OFS-37.md:194,
1658,1.499828577041626,assets/images/2024/20240702_20241207/20240702_172624_1.jpg,a screenshot of a website or app,0.7784113883972168,0.0,0.7214171886444092,a screenshot of a website or app,,a screenshot of a website or app,1200,448,.jpg,75957,_posts/2024-12-15-weekly-OFS-25.md:40,
1659,1.4995763897895813,assets/images/2025/20240913_20250208/20250131_092249_0.jpg,an optical or photonics diagram,0.7944002747535706,0.0,0.7051761150360107,an optical or photonics diagram,,an optical or photonics diagram,898,837,.jpg,661845,_posts/2025-02-09-weekly-OFS-33.md:145,
1660,1.4993826150894165,assets/images/2025/20241101_20250216/20250208_164539_1.jpg,an optical or photonics diagram,0.8143086433410645,0.0,0.685073971748352,an optical or photonics diagram,,an optical or photonics diagram,1074,1200,.jpg,227637,_posts/2025-02-16-weekly-OFS-34.md:79,
1661,1.4992898106575012,assets/images/2024/MFC_flexure_S20240818_0007.jpg,a photograph of hardware,0.7670668959617615,0.0,0.7322229146957397,a photograph of hardware,,a photograph of hardware,1280,720,.jpg,452371,_posts/2024-08-20-Teardown-celerity-mass-flow-meter.md:88,
1662,1.499058187007904,assets/images/2025/20250505_20250512/20250507_013301_3.jpg,a technical slide,0.7790454626083374,0.0,0.7200127243995667,a technical slide,,a technical slide,1200,670,.jpg,111915,_posts/2025-05-12-weekly-OFS-46.md:107,
1663,1.499024748802185,assets/images/2024/20240608_20241127/20241126_012312_3.jpg,an optical or photonics diagram,0.7933986783027649,0.0,0.7056260704994202,an optical or photonics diagram,,an optical or photonics diagram,1200,662,.jpg,58544,_posts/2024-11-30-weekly-OFS-23.md:158,
1664,1.49887615442276,assets/images/2026/OFC2026/IMG_4015.JPG,a technical slide,0.7769472002983093,0.0,0.7219289541244507,a technical slide,,a technical slide,4032,3024,.jpg,2859391,_posts/2026-04-04-OFC2026.md:1523,
1665,1.4986675381660461,assets/images/2024/20241122_20241215/20241213_071727_0.jpg,an optical or photonics diagram,0.8041342496871948,0.0,0.6945332884788513,an optical or photonics diagram,,an optical or photonics diagram,904,1200,.jpg,93543,_posts/2024-12-22-weekly-OFS-26.md:200,
1666,1.4984419345855713,assets/images/2025/20240701_20250728/20250214_015911_0.jpg,an optical or photonics diagram,0.8008441925048828,0.0,0.6975977420806885,an optical or photonics diagram,,an optical or photonics diagram,1110,833,.jpg,133543,_posts/2025-07-27-weekly-OFS-57.md:95,
1667,1.4984419345855713,assets/images/2025/20241229_20250804/20250802_054513_0.jpg,an optical or photonics diagram,0.8008441925048828,0.0,0.6975977420806885,an optical or photonics diagram,,an optical or photonics diagram,1110,833,.jpg,133543,_posts/2025-08-05-weekly-OFS-58.md:220,
1668,1.4976158142089844,assets/images/2025/20241218_20260104/20251230_001339_0.jpg,an optical or photonics diagram,0.8217437863349915,0.0,0.6758720278739929,an optical or photonics diagram,,an optical or photonics diagram,1200,620,.jpg,90319,_posts/2026-01-08-weekly-OFS-80.md:84,
1669,1.4976158142089844,assets/images/2025/20250108_20250318/20250309_020713_0.jpg,an optical or photonics diagram,0.8217437863349915,0.0,0.6758720278739929,an optical or photonics diagram,,an optical or photonics diagram,1200,620,.jpg,90319,_posts/2025-03-17-weekly-OFS-38.md:129,
1670,1.497607946395874,assets/images/2025/20240624_20251221/20251216_064612_0.jpg,a technical slide,0.7764922976493835,0.0,0.7211156487464905,a technical slide,,a technical slide,1199,674,.jpg,148107,_posts/2025-12-22-weekly-OFS-78.md:108,
1671,1.4975764155387878,assets/images/2025/20240920_20251005/20251004_021453_1.jpg,an optical or photonics diagram,0.7763622403144836,0.0,0.7212141752243042,an optical or photonics diagram,,an optical or photonics diagram,1200,872,.jpg,173239,_posts/2025-10-06-weekly-OFS-67.md:272; _posts/trash_2025-10-05-weekly-OFS-67.md:306,
1672,1.4972941875457764,assets/images/2025/OpenSauce2025/IMG_0407.PNG,a map,0.7820586562156677,0.0,0.7152355313301086,a map,,a map,1179,2556,.png,844571,_posts/2025-07-26-open-sauce-2025.md:76,
1673,1.4968413710594177,assets/images/2026/20240627_20260322/20240627_024958_1.jpg,an optical or photonics diagram,0.7833529114723206,0.0,0.7134884595870972,an optical or photonics diagram,,an optical or photonics diagram,1200,669,.jpg,131594,_posts/2026-03-23-weekly-OFS-91.md:251,
1674,1.4964527487754822,assets/images/2025/20240822_20250825/20250823_175616_0.jpg,a technical slide,0.8050589561462402,0.0,0.6913937926292419,a technical slide,,a technical slide,1200,674,.jpg,122208,_posts/2025-08-24-weekly-OFS-61.md:339,
1675,1.4963821768760681,assets/images/2025/20241231_20250303/20250227_042835_2.jpg,a scientific plot,0.7966731190681458,0.0,0.6997090578079224,a scientific plot,,a scientific plot,1200,1158,.jpg,111274,_posts/2025-03-02-weekly-OFS-36.md:257,
1676,1.495624840259552,assets/images/2025/JTWPA/G57mvDsbkAAULKp.jpeg,a scientific plot,0.7834701538085938,0.0,0.7121546864509583,a scientific plot,,a scientific plot,977,503,.jpeg,71438,_posts/2025-11-15-TWPA.md:282,
1677,1.4951504468917847,assets/images/2025/20240822_20250825/20250819_031635_0.jpg,an optical or photonics diagram,0.7939133644104004,0.0,0.7012370824813843,an optical or photonics diagram,,an optical or photonics diagram,1200,738,.jpg,152620,_posts/2025-08-24-weekly-OFS-61.md:92,
1678,1.4951504468917847,assets/images/2025/20240822_20250825/20250819_033446_1.jpg,an optical or photonics diagram,0.7939133644104004,0.0,0.7012370824813843,an optical or photonics diagram,,an optical or photonics diagram,1200,738,.jpg,152620,,
1679,1.4950559735298157,assets/images/2025/20250108_20250318/20250311_151219_0.jpg,a scientific plot,0.7734484076499939,0.0,0.7216075658798218,a scientific plot,,a scientific plot,1200,898,.jpg,239064,_posts/2025-03-17-weekly-OFS-38.md:310,
1680,1.4949232339859009,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image25.png,a scientific plot,0.7917436361312866,0.0,0.7031795978546143,a scientific plot,,a scientific plot,470,412,.png,17626,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:285,
1681,1.4947268962860107,assets/images/2025/20241224_20251225_long_thread/20241225_080810_1.jpg,an optical or photonics diagram,0.7947261333465576,0.0,0.7000007629394531,an optical or photonics diagram,,an optical or photonics diagram,1200,1002,.jpg,164754,_posts/2025-12-25-how-to-hold-fibers.md:90,
1682,1.4935248494148254,assets/images/2024/20241122_20241215/20241213_070208_1.jpg,a scientific plot,0.7719799280166626,0.0,0.7215449213981628,a scientific plot,,a scientific plot,961,1200,.jpg,80538,_posts/2024-12-22-weekly-OFS-26.md:191,
1683,1.4933462142944336,assets/images/2025/20250108_20250318/20250310_153934_0.jpg,a scientific plot,0.7777703404426575,0.0,0.7155758738517761,a scientific plot,,a scientific plot,1200,559,.jpg,90228,_posts/2025-03-17-weekly-OFS-38.md:231,
1684,1.492779552936554,assets/images/2025/20240822_20250825/20250822_035234_3.jpg,a line chart,0.7986137270927429,0.0,0.694165825843811,a line chart,,a line chart,1200,823,.jpg,87436,_posts/2025-08-24-weekly-OFS-61.md:274,
1685,1.4924941658973694,assets/images/2024/20241017_20241027/20241024_013816_0.jpg,an optical or photonics diagram,0.812958300113678,0.0,0.6795358657836914,an optical or photonics diagram,,an optical or photonics diagram,1199,766,.jpg,123669,_posts/2024-10-27-weekly-OFS-18.md:109,
1686,1.492458999156952,assets/images/2025/20240913_20250208/20250130_070238_0.jpg,an optical or photonics diagram,0.7913436889648438,0.0,0.7011153101921082,an optical or photonics diagram,,an optical or photonics diagram,1199,672,.jpg,141734,_posts/2025-02-09-weekly-OFS-33.md:105,
1687,1.4924451112747192,assets/images/2024/20241017_20241027/20241022_044254_0.jpg,a screenshot of a website or app,0.781445324420929,0.0,0.7109997868537903,a screenshot of a website or app,,a screenshot of a website or app,1151,1200,.jpg,123793,_posts/2024-10-27-weekly-OFS-18.md:93,
1688,1.4924073815345764,assets/images/2025/mech_wave_transduction/Peairs2020.png,an optical or photonics diagram,0.7953174114227295,0.0,0.6970899701118469,an optical or photonics diagram,,an optical or photonics diagram,1480,990,.png,1454687,_posts/2025-04-02-how-to-excite-tiny-mech-wave.md:153,
1689,1.4916637539863586,assets/images/2026/FoundersInc_Artifact/IMG_3635.JPG,a screenshot of a website or app,0.7719936370849609,0.0,0.7196701169013977,a screenshot of a website or app,,a screenshot of a website or app,4032,3024,.jpg,1925726,_posts/2026-02-13-Founders-inc-artifact.md:59,
1690,1.4914569854736328,assets/images/2026/OFC2026/IMG_3990.JPG,a technical slide,0.7820281982421875,0.0,0.7094287872314453,a technical slide,,a technical slide,4032,3024,.jpg,2235664,_posts/2026-04-04-OFC2026.md:638,
1691,1.4912468791007996,assets/images/2025/20241231_20250303/20250228_061222_1.jpg,a bar chart,0.7974672317504883,0.0,0.6937796473503113,a bar chart,,a bar chart,1200,620,.jpg,59544,_posts/2025-03-02-weekly-OFS-36.md:345,
1692,1.4912374019622803,assets/images/2026/20240822_20260427/20260424_052057_0.jpg,a schematic diagram,0.781550407409668,0.0,0.7096869945526123,a schematic diagram,,a schematic diagram,1200,750,.jpg,126717,_posts/2026-04-27-weekly-OFS-96.md:124,
1693,1.4910259246826172,assets/images/2024/20240429_20241204/20241129_170730_1.jpg,an optical or photonics diagram,0.7784485220909119,0.0,0.7125774025917053,an optical or photonics diagram,,an optical or photonics diagram,1200,668,.jpg,79051,_posts/2024-12-08-weekly-OFS-24.md:96,
1694,1.4910259246826172,assets/images/2025/20240701_20250621/20241129_170730_2.jpg,an optical or photonics diagram,0.7784485220909119,0.0,0.7125774025917053,an optical or photonics diagram,,an optical or photonics diagram,1200,668,.jpg,79051,,
1695,1.4908284544944763,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image132.png,a line chart,0.8162887692451477,0.0,0.6745396852493286,a line chart,,a line chart,778,446,.png,19454,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:837,
1696,1.490811824798584,assets/images/2024/20241008_20241031/20241027_062612_1.jpg,a flow diagram,0.7901420593261719,0.0,0.7006697654724121,a flow diagram,,a flow diagram,1000,545,.jpg,115068,_posts/2024-11-03-weekly-OFS-19.md:63,
1697,1.4907341599464417,assets/images/2026/20250301_20260304/20250301_031431_0.jpg,a photograph of hardware,0.8035979866981506,0.0,0.687136173248291,a photograph of hardware,,a photograph of hardware,1200,544,.jpg,61194,_posts/2026-03-02-weekly-OFS-88.md:145,
1698,1.4905270338058472,assets/images/2025/20241101_20250216/20241227_055905_5.jpg,a product photo,0.7651979923248291,0.0,0.7253290414810181,a product photo,,a product photo,1136,1200,.jpg,166106,,
1699,1.4905270338058472,assets/images/2025/20241220_20250104/20241227_055905_3.jpg,a product photo,0.7651979923248291,0.0,0.7253290414810181,a product photo,,a product photo,1136,1200,.jpg,166106,_posts/2025-01-05-weekly-OFS-28.md:51,
1700,1.4905270338058472,assets/images/2025/20241227_20251117/20241227_055905_5.jpg,a product photo,0.7651979923248291,0.0,0.7253290414810181,a product photo,,a product photo,1136,1200,.jpg,166106,_posts/2025-11-16-weekly-OFS-73.md:205,
1701,1.4905270338058472,assets/images/2026/20240131_20260208/20241227_055905_5.jpg,a product photo,0.7651979923248291,0.0,0.7253290414810181,a product photo,,a product photo,1136,1200,.jpg,166106,_posts/2026-02-08-weekly-OFS-85.md:285,
1702,1.4901185035705566,assets/images/imported/estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc/image29.png,an optical or photonics diagram,0.7787735462188721,0.0,0.7113449573516846,an optical or photonics diagram,,an optical or photonics diagram,684,554,.png,94454,_posts/2020-01-28-estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc.md:143,
1703,1.4900991916656494,assets/images/imported/ln-properties/image82.png,an equation or math derivation,0.7936074733734131,0.0,0.6964917182922363,an equation or math derivation,,an equation or math derivation,458,136,.png,16422,_posts/2018-04-28-ln-properties.md:59,
1704,1.4897735118865967,assets/images/2024/20241122_20241215/20241214_174454_1.jpg,a circuit layout or CAD image,0.8014944791793823,0.0,0.6882790327072144,a circuit layout or CAD image,,a circuit layout or CAD image,1200,926,.jpg,226997,_posts/2024-12-22-weekly-OFS-26.md:47,
1705,1.4897640943527222,assets/images/2025/20240920_20251005/20250930_061835_0.jpg,a scientific plot,0.7797002196311951,0.0,0.7100638747215271,a scientific plot,,a scientific plot,909,1200,.jpg,108171,_posts/2025-10-06-weekly-OFS-67.md:120; _posts/trash_2025-10-05-weekly-OFS-67.md:108,
1706,1.4897377490997314,assets/images/2026/20241208_20260223/20260218_022517_1.jpg,a screenshot of a website or app,0.7772321105003357,0.0,0.7125056385993958,a screenshot of a website or app,,a screenshot of a website or app,740,848,.jpg,190780,_posts/2026-02-22-weekly-OFS-87.md:131,
1707,1.489719033241272,assets/images/imported/lnnb-unitcell-simulations-1801-1805/image19.png,a scientific plot,0.7733706831932068,0.0,0.7163483500480652,a scientific plot,,a scientific plot,573,506,.png,56057,_posts/2018-01-11-lnnb-unitcell-simulations-1801-1805.md:195,
1708,1.4895122051239014,assets/images/2025/20241206_20250308/20250305_023943_1.jpg,an optical or photonics diagram,0.7906684279441833,0.0,0.698843777179718,an optical or photonics diagram,,an optical or photonics diagram,1200,781,.jpg,143310,_posts/2025-03-09-weekly-OFS-37.md:221,
1709,1.4894630312919617,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image16.png,a microscope image,0.7970474362373352,0.0,0.6924155950546265,a microscope image,,a microscope image,1024,943,.png,1004960,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:185,
1710,1.4892686605453491,assets/images/2024/20241008_20241031/20241023_015534_1.jpg,an optical or photonics diagram,0.813325047492981,0.0,0.6759436130523682,an optical or photonics diagram,,an optical or photonics diagram,1199,614,.jpg,94532,_posts/2024-11-03-weekly-OFS-19.md:40,
1711,1.4892280101776123,assets/images/2026/20241129_20260201/20260127_035802_0.jpg,an optical or photonics diagram,0.7786462306976318,0.0,0.7105817794799805,an optical or photonics diagram,,an optical or photonics diagram,1200,1053,.jpg,74626,_posts/2026-02-02-weekly-OFS-84.md:153,
1712,1.4891650080680847,assets/images/2024/20240502_20241115/20241115_150032_1.jpg,a schematic diagram,0.7807851433753967,0.0,0.708379864692688,a schematic diagram,,a schematic diagram,736,463,.jpg,66278,,
